,FORESTS_LABEL,FORESTS_PROB,SLDA_LABEL,SLDA_PROB,MANUAL_CODE,CONSENSUS_CODE,CONSENSUS_AGREE,CONSENSUS_INCORRECT,PROBABILITY_CODE,PROBABILITY_INCORRECT
237,4,0.825,4,0.802558224,1,4,2,1,4,1
238,4,0.99,4,0.983214432,4,4,2,0,4,0
239,4,0.925,4,0.988425343,4,4,2,0,4,0
240,4,0.975,4,0.74152056,4,4,2,0,4,0
241,1,0.66,1,0.657640268,4,1,2,1,1,1
242,4,0.64,4,0.734587559,4,4,2,0,4,0
243,1,0.71,1,0.875877718,4,1,2,1,1,1
244,4,0.92,4,0.905575096,4,4,2,0,4,0
245,1,0.685,1,0.934449503,4,1,2,1,1,1
246,4,0.555,4,0.797817142,1,4,2,1,4,1
247,4,0.865,4,0.73381141,4,4,2,0,4,0
248,4,0.84,4,0.749186072,1,4,2,1,4,1
249,4,0.825,4,0.792800493,1,4,2,1,4,1
250,4,0.995,4,0.974496525,4,4,2,0,4,0
251,4,0.84,4,0.94060893,4,4,2,0,4,0
252,4,0.935,4,0.912223423,4,4,2,0,4,0
253,4,0.78,4,0.789713264,4,4,2,0,4,0
254,4,0.875,4,0.858553813,4,4,2,0,4,0
255,4,0.55,1,0.514871576,4,4,1,0,4,0
256,4,0.825,4,0.523123442,4,4,2,0,4,0
257,4,0.995,4,0.58250454,4,4,2,0,4,0
258,4,0.83,4,0.878652565,4,4,2,0,4,0
259,4,0.995,4,0.58250454,4,4,2,0,4,0
260,4,0.775,4,0.525540463,4,4,2,0,4,0
261,4,0.725,3,0.990771683,4,3,1,1,3,1
262,4,0.905,4,0.759224132,4,4,2,0,4,0
263,4,0.52,4,0.625468183,4,4,2,0,4,0
264,4,0.94,4,0.960855521,4,4,2,0,4,0
265,4,0.695,4,0.842454574,4,4,2,0,4,0
266,4,0.83,4,0.574740144,4,4,2,0,4,0
267,4,0.805,4,0.805744517,4,4,2,0,4,0
268,4,0.895,4,0.898341492,4,4,2,0,4,0
269,4,0.92,4,0.98116217,4,4,2,0,4,0
270,4,0.93,4,0.829705214,4,4,2,0,4,0
271,4,0.71,1,0.518700184,4,4,1,0,4,0
272,1,0.595,4,0.889795509,4,4,1,0,4,0
273,4,0.675,4,0.584074294,1,4,2,1,4,1
274,4,0.72,4,0.765562259,4,4,2,0,4,0
275,4,0.65,1,0.541120933,4,4,1,0,4,0
276,4,0.905,4,0.711862845,4,4,2,0,4,0
277,4,0.775,4,0.71507486,4,4,2,0,4,0
278,1,0.525,4,0.906824789,4,4,1,0,4,0
279,4,0.72,5,0.999318962,4,5,1,1,5,1
280,4,0.775,4,0.919545427,4,4,2,0,4,0
281,4,0.78,4,0.90541357,4,4,2,0,4,0
282,4,0.95,4,0.889001544,1,4,2,1,4,1
283,4,0.795,4,0.887410585,4,4,2,0,4,0
284,4,0.905,4,0.666529404,4,4,2,0,4,0
285,4,0.795,4,0.856124578,4,4,2,0,4,0
286,4,0.82,5,0.929510123,4,5,1,1,5,1
287,4,0.765,4,0.74301253,1,4,2,1,4,1
288,4,0.855,4,0.89258252,4,4,2,0,4,0
289,4,0.79,4,0.706280698,4,4,2,0,4,0
290,4,0.72,5,0.526584442,4,4,1,0,4,0
291,4,0.85,4,0.965753811,4,4,2,0,4,0
292,4,0.74,4,0.933678754,4,4,2,0,4,0
293,4,0.715,4,0.751714765,4,4,2,0,4,0
294,4,0.81,4,0.51494163,4,4,2,0,4,0
295,4,0.7,4,0.681192761,4,4,2,0,4,0
296,4,0.795,4,0.970415324,4,4,2,0,4,0
297,4,0.75,4,0.817531231,4,4,2,0,4,0
298,4,0.635,1,0.514881818,4,4,1,0,4,0
299,4,0.58,1,0.838078587,4,1,1,1,1,1
300,4,0.77,1,0.561212823,4,4,1,0,4,0
301,4,0.6,4,0.781848201,4,4,2,0,4,0
302,4,0.825,4,0.779457994,4,4,2,0,4,0
303,4,0.965,4,0.61511502,4,4,2,0,4,0
304,4,0.755,4,0.700825709,4,4,2,0,4,0
305,4,0.73,1,0.650746292,1,4,1,1,4,1
306,4,0.79,4,0.966583337,4,4,2,0,4,0
307,1,0.545,4,0.962502663,4,4,1,0,4,0
308,4,0.68,4,0.711224074,4,4,2,0,4,0
309,4,0.78,4,0.990909335,4,4,2,0,4,0
310,1,0.795,1,0.948152016,4,1,2,1,1,1
311,4,0.925,4,0.570934355,4,4,2,0,4,0
312,4,0.845,4,0.949525838,4,4,2,0,4,0
313,4,0.765,4,0.646383735,1,4,2,1,4,1
314,4,0.75,4,0.913272069,4,4,2,0,4,0
315,4,0.925,4,0.981453249,4,4,2,0,4,0
316,4,0.88,4,0.976850605,4,4,2,0,4,0
317,1,0.61,4,0.562910025,4,1,1,1,1,1
318,1,0.565,1,0.619610011,4,1,2,1,1,1
319,4,0.87,4,0.881498166,4,4,2,0,4,0
320,4,0.86,4,0.891185542,4,4,2,0,4,0
321,4,0.865,4,0.851777778,4,4,2,0,4,0
322,4,0.615,1,0.534626314,4,4,1,0,4,0
323,4,0.785,4,0.524352856,4,4,2,0,4,0
324,4,0.87,4,0.983738066,4,4,2,0,4,0
325,4,0.86,4,0.662425103,4,4,2,0,4,0
326,4,0.81,4,0.897918312,1,4,2,1,4,1
327,4,0.815,4,0.979593144,4,4,2,0,4,0
328,4,0.8,4,0.556692315,4,4,2,0,4,0
329,4,0.705,4,0.738511828,1,4,2,1,4,1
330,4,0.895,4,0.865105339,1,4,2,1,4,1
331,4,0.69,4,0.714003285,1,4,2,1,4,1
332,4,0.69,4,0.779617008,1,4,2,1,4,1
333,4,0.905,4,0.967627661,4,4,2,0,4,0
334,4,0.88,4,0.964017694,4,4,2,0,4,0
335,4,1,4,0.931012817,4,4,2,0,4,0
336,4,0.635,1,0.726326894,4,1,1,1,1,1
337,4,0.52,1,0.593349447,4,1,1,1,1,1
338,4,0.845,4,0.864093594,4,4,2,0,4,0
339,1,0.745,1,0.902263659,4,1,2,1,1,1
340,4,0.6,1,0.503521403,4,4,1,0,4,0
341,4,0.8,4,0.727796147,1,4,2,1,4,1
342,4,0.815,4,0.963682104,4,4,2,0,4,0
343,4,0.575,1,0.720220298,4,1,1,1,1,1
344,4,0.715,4,0.840476956,4,4,2,0,4,0
345,4,0.985,4,0.79754937,4,4,2,0,4,0
346,4,0.505,1,0.513312517,4,1,1,1,1,1
347,4,0.635,4,0.513945746,4,4,2,0,4,0
348,4,0.76,4,0.845832573,1,4,2,1,4,1
349,1,0.57,1,0.773943189,4,1,2,1,1,1
350,4,0.52,1,0.746527036,4,1,1,1,1,1
351,4,0.81,4,0.982257587,4,4,2,0,4,0
352,4,0.705,4,0.860109561,4,4,2,0,4,0
353,4,0.79,4,0.802700876,4,4,2,0,4,0
354,4,0.86,4,0.901612868,4,4,2,0,4,0
355,4,0.97,4,0.990432541,1,4,2,1,4,1
356,4,0.525,1,0.536278252,4,1,1,1,1,1
357,4,0.825,4,0.714755471,1,4,2,1,4,1
358,1,0.515,4,0.652769251,4,4,1,0,4,0
359,4,0.975,4,0.777258477,4,4,2,0,4,0
360,4,0.885,4,0.856097708,4,4,2,0,4,0
361,4,0.555,4,0.861088122,1,4,2,1,4,1
362,4,0.61,1,0.548972497,4,4,1,0,4,0
363,4,0.605,1,0.656003769,1,1,1,0,1,0
364,4,0.88,4,0.94671848,4,4,2,0,4,0
365,4,0.735,4,0.858308907,1,4,2,1,4,1
366,4,0.65,4,0.614411419,4,4,2,0,4,0
367,4,0.785,4,0.552914253,4,4,2,0,4,0
368,4,0.815,4,0.689695379,1,4,2,1,4,1
369,4,0.69,4,0.925017554,4,4,2,0,4,0
370,4,0.8,4,0.581053714,1,4,2,1,4,1
371,1,0.52,4,0.572196924,4,4,1,0,4,0
372,1,0.55,4,0.580317126,4,4,1,0,4,0
373,4,0.7,1,0.767635962,4,1,1,1,1,1
374,4,0.63,4,0.654000461,4,4,2,0,4,0
375,4,0.76,1,0.635148986,1,4,1,1,4,1
376,4,0.865,4,0.944480577,4,4,2,0,4,0
377,4,0.875,1,0.511613468,4,4,1,0,4,0
378,1,0.71,4,0.655635453,4,1,1,1,1,1
379,4,0.665,4,0.841135649,4,4,2,0,4,0
380,4,0.715,4,0.633475994,4,4,2,0,4,0
381,4,0.575,1,0.91490953,4,1,1,1,1,1
382,1,0.745,4,0.773169483,4,4,1,0,4,0
383,4,0.515,1,0.886807192,4,1,1,1,1,1
384,1,0.565,4,0.771360037,4,4,1,0,4,0
385,1,0.59,4,0.828383119,4,4,1,0,4,0
386,4,0.725,1,0.601212611,1,4,1,1,4,1
387,4,0.835,4,0.882578497,4,4,2,0,4,0
388,4,0.56,4,0.518920604,4,4,2,0,4,0
389,4,0.69,4,0.597797137,4,4,2,0,4,0
390,4,0.69,4,0.597797137,4,4,2,0,4,0
391,4,0.62,4,0.850326839,4,4,2,0,4,0
392,1,0.63,1,0.888742328,4,1,2,1,1,1
393,4,0.645,4,0.893290755,1,4,2,1,4,1
394,4,0.725,4,0.743987405,4,4,2,0,4,0
395,4,0.745,4,0.52678214,4,4,2,0,4,0
396,4,0.725,1,0.527700697,1,4,1,1,4,1
397,4,0.58,3,0.626355736,4,3,1,1,3,1
398,4,0.81,4,0.710510037,4,4,2,0,4,0
399,4,0.71,4,0.587278431,4,4,2,0,4,0
400,4,0.49,1,0.817279287,4,1,1,1,1,1
401,4,0.62,4,0.820337398,4,4,2,0,4,0
402,1,0.425,1,0.861232281,4,1,2,1,1,1
403,1,0.605,1,0.870423204,4,1,2,1,1,1
404,4,0.815,4,0.907101423,4,4,2,0,4,0
405,4,0.72,1,0.784319337,4,1,1,1,1,1
406,1,0.53,4,0.82913741,4,4,1,0,4,0
407,4,0.525,4,0.830757769,4,4,2,0,4,0
408,4,0.505,1,0.897705034,4,1,1,1,1,1
409,4,0.67,4,0.726817023,4,4,2,0,4,0
410,4,0.78,4,0.692404838,1,4,2,1,4,1
411,4,0.875,4,0.725717144,4,4,2,0,4,0
412,4,0.675,4,0.803103676,4,4,2,0,4,0
413,4,0.81,1,0.590626157,4,4,1,0,4,0
414,4,0.585,4,0.641182195,4,4,2,0,4,0
415,4,0.78,4,0.986980171,4,4,2,0,4,0
416,1,0.535,4,0.780440563,4,4,1,0,4,0
417,4,0.6,4,0.54109582,4,4,2,0,4,0
418,4,0.815,4,0.930094456,4,4,2,0,4,0
419,4,0.535,4,0.528325458,4,4,2,0,4,0
420,4,0.895,1,0.524362419,1,4,1,1,4,1
421,4,0.9,4,0.687951306,4,4,2,0,4,0
422,4,1,4,0.896437292,4,4,2,0,4,0
423,1,0.5,4,0.716904717,1,4,1,1,4,1
424,4,0.81,4,0.933395487,4,4,2,0,4,0
425,4,0.545,4,0.641678642,4,4,2,0,4,0
426,4,0.78,4,0.827976737,1,4,2,1,4,1
427,1,0.645,4,0.525186357,4,1,1,1,1,1
428,4,0.805,4,0.82175294,1,4,2,1,4,1
429,1,0.695,1,0.973145192,4,1,2,1,1,1
430,4,0.92,4,0.967066126,4,4,2,0,4,0
431,4,0.92,4,0.896962927,4,4,2,0,4,0
432,4,0.715,4,0.858059342,4,4,2,0,4,0
433,1,0.56,4,0.615382238,4,4,1,0,4,0
434,4,0.94,4,0.868361735,4,4,2,0,4,0
435,4,0.7,4,0.894212455,1,4,2,1,4,1
436,4,0.575,4,0.502346493,4,4,2,0,4,0
437,4,0.875,4,0.565331219,4,4,2,0,4,0
438,4,0.58,1,0.754300502,4,1,1,1,1,1
439,4,0.91,4,0.674066889,1,4,2,1,4,1
440,4,0.88,4,0.672869474,1,4,2,1,4,1
441,4,0.685,4,0.943661869,4,4,2,0,4,0
442,4,0.57,4,0.834225815,4,4,2,0,4,0
443,4,0.72,4,0.716726465,4,4,2,0,4,0
444,4,0.995,4,0.966865554,4,4,2,0,4,0
445,1,0.64,1,0.518191542,1,1,2,0,1,0
446,4,0.985,4,0.736735226,1,4,2,1,4,1
447,4,0.665,4,0.889688669,4,4,2,0,4,0
448,4,0.8,4,0.780618975,4,4,2,0,4,0
449,4,0.945,4,0.826466029,1,4,2,1,4,1
450,4,0.93,4,0.805378305,4,4,2,0,4,0
451,4,0.93,4,0.740202427,4,4,2,0,4,0
452,4,0.7,1,0.892812189,4,1,1,1,1,1
453,1,0.56,4,0.576383263,4,4,1,0,4,0
454,4,0.515,1,0.727262853,4,1,1,1,1,1
455,4,0.85,4,0.570418085,4,4,2,0,4,0
456,4,0.66,4,0.957443262,1,4,2,1,4,1
457,4,0.99,4,0.572719087,4,4,2,0,4,0
458,1,0.535,4,0.811661434,4,4,1,0,4,0
459,4,0.695,4,0.569379168,4,4,2,0,4,0
460,4,0.71,4,0.619391413,1,4,2,1,4,1
461,4,0.695,4,0.830213576,4,4,2,0,4,0
462,4,0.99,4,0.572719087,1,4,2,1,4,1
463,4,0.875,1,0.517357329,4,4,1,0,4,0
464,4,0.83,4,0.989176692,4,4,2,0,4,0
465,4,0.97,4,0.892597407,4,4,2,0,4,0
466,4,0.795,4,0.688848968,1,4,2,1,4,1
467,4,0.76,4,0.554385324,4,4,2,0,4,0
468,4,0.62,3,0.96433232,4,3,1,1,3,1
469,4,0.84,4,0.917427586,4,4,2,0,4,0
470,4,0.935,4,0.744368927,4,4,2,0,4,0
471,4,0.69,4,0.767931981,1,4,2,1,4,1
472,4,0.76,4,0.554385324,4,4,2,0,4,0
473,4,0.88,4,0.803644061,4,4,2,0,4,0
474,4,0.83,4,0.968758177,4,4,2,0,4,0
475,4,0.64,4,0.785852164,4,4,2,0,4,0
476,4,0.625,4,0.979758918,4,4,2,0,4,0
477,4,1,4,0.611797628,4,4,2,0,4,0
478,4,0.725,4,0.502941506,1,4,2,1,4,1
479,4,0.86,4,0.662972209,4,4,2,0,4,0
480,4,0.61,4,0.97092956,4,4,2,0,4,0
481,4,0.86,4,0.724028553,4,4,2,0,4,0
482,4,0.695,4,0.865540824,4,4,2,0,4,0
483,4,0.795,4,0.88275464,4,4,2,0,4,0
484,4,0.835,4,0.929882823,4,4,2,0,4,0
485,1,0.565,4,0.727664138,4,4,1,0,4,0
486,1,0.52,4,0.864573699,1,4,1,1,4,1
487,4,0.555,4,0.930750656,4,4,2,0,4,0
